Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Juan Toscano-Anderson,SAC,11.0,4.8,0.3,1.1,0.25,0.1,0.25,0.2,0.25,0.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,0.6,2023-24,0,0.27,0.14
Usman Garuba,GSW,6.0,3.0,0.2,1.0,0.167,0.0,0.0,0.2,0.2,0.167,0.2,0.3,0.5,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.5,2023-24,0,0.22,0.23
E.J. Liddell,NOP,8.0,2.9,0.1,0.8,0.167,0.0,0.0,0.1,1.0,0.167,0.3,0.3,1.0,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.5,2023-24,0,0.27,0.1
Pete Nance,CLE,8.0,3.4,0.1,0.8,0.167,0.1,1.0,0.0,0.0,0.25,0.0,0.3,0.0,0.0,0.4,0.4,0.0,0.1,0.0,0.1,0.4,2023-24,0,0.21,-0.03
Maxwell Lewis,LAL,34.0,3.0,0.1,0.6,0.19,0.0,0.111,0.1,0.25,0.214,0.1,0.1,0.667,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.3,2023-24,0,0.23,-0.0
Ryan Arcidiacono,NYK,20.0,2.3,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.0,2023-24,0,0.0,0.02
Malcolm Cazalon,DET,1.0,3.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,0,,0.0
Jalen Crutcher,NOP,1.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,0,0.0,-1.0
Andrew Funk,CHI,5.0,2.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2023-24,0,0.0,-0.08
Kaiser Gates,NOP,1.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-24,0,0.0,-3.0
Danny Green,PHI,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,2023-24,0,0.0,0.5
Ron Harper Jr.,TOR,1.0,4.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-24,0,,1.0
Justin Jackson,MIN,2.0,0.5,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,0,,0.0
Dmytro Skapintsev,NYK,2.0,1.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,0,0.0,-0.25
Javonte Smart,PHI,1.0,1.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24,0,,0.0
League Average,,,,,,0.474,,0.366,,0.545,0.547,,,0.784,,,,,,,,,2023-24,0,,
