Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank,Nominated
Al-Farouq Aminu,POR,61.0,29.1,3.0,7.6,0.393,1.1,0.33,1.9,0.445,0.468,1.6,2.2,0.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,8.7,2016-17,0.51,0.21,,0
Rondae Hollis-Jefferson,BRK,78.0,22.6,3.0,6.9,0.434,0.2,0.224,2.8,0.463,0.447,2.4,3.2,0.751,1.2,4.6,5.8,2.0,1.1,0.6,1.5,8.7,2016-17,0.52,0.15,,0
Marreese Speights,LAC,82.0,15.7,3.0,6.7,0.445,1.3,0.372,1.7,0.52,0.539,1.5,1.7,0.876,1.1,3.5,4.5,0.8,0.3,0.5,0.8,8.7,2016-17,0.58,0.12,,0
J.R. Smith,CLE,41.0,29.0,3.0,8.7,0.346,2.3,0.351,0.7,0.329,0.479,0.2,0.4,0.667,0.4,2.3,2.8,1.5,1.0,0.3,0.6,8.6,2016-17,0.48,0.19,,0
Monta Ellis,IND,74.0,27.0,3.3,7.5,0.443,0.6,0.319,2.8,0.483,0.482,1.3,1.7,0.727,0.3,2.5,2.8,3.2,1.1,0.4,1.8,8.5,2016-17,0.52,0.13,,0
Tony Snell,MIL,80.0,29.2,3.1,6.8,0.455,1.8,0.406,1.3,0.548,0.588,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,8.5,2016-17,0.6,0.12,,0
Arron Afflalo,SAC,61.0,25.9,3.0,6.9,0.44,1.0,0.411,2.0,0.457,0.514,1.4,1.5,0.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,8.4,2016-17,0.56,0.12,,0
Tyson Chandler,PHO,47.0,27.6,3.3,4.9,0.671,0.0,,3.3,0.671,0.671,1.9,2.6,0.734,3.3,8.2,11.5,0.6,0.7,0.5,1.4,8.4,2016-17,0.69,0.38,,0
Norman Powell,TOR,76.0,18.0,3.0,6.7,0.449,0.7,0.324,2.3,0.514,0.504,1.7,2.1,0.792,0.3,1.9,2.2,1.1,0.7,0.2,0.9,8.4,2016-17,0.55,0.1,,0
Troy Daniels,MEM,67.0,17.7,2.8,7.4,0.374,2.1,0.389,0.7,0.336,0.513,0.6,0.8,0.796,0.3,1.2,1.5,0.7,0.3,0.1,0.7,8.2,2016-17,0.53,0.08,,0
Joe Harris,BRK,52.0,21.9,3.0,7.0,0.425,1.6,0.385,1.3,0.489,0.543,0.7,0.9,0.714,0.3,2.5,2.8,1.0,0.6,0.2,1.1,8.2,2016-17,0.55,0.14,,0
Willy Hernangómez,NYK,72.0,18.4,3.4,6.5,0.529,0.1,0.267,3.4,0.538,0.533,1.3,1.7,0.728,2.4,4.6,7.0,1.3,0.6,0.5,1.4,8.2,2016-17,0.57,0.18,,0
Caris LeVert,BRK,57.0,21.7,3.0,6.7,0.45,1.0,0.321,2.0,0.571,0.528,1.2,1.6,0.72,0.4,2.9,3.3,1.9,0.9,0.1,1.0,8.2,2016-17,0.55,0.16,,0
Shawn Long,PHI,18.0,13.0,3.4,6.1,0.56,0.4,0.368,3.0,0.6,0.592,1.1,1.9,0.543,2.3,2.4,4.7,0.7,0.5,0.5,0.7,8.2,2016-17,0.59,0.58,,0
Willie Cauley-Stein,SAC,75.0,18.9,3.4,6.4,0.53,0.0,0.0,3.4,0.532,0.53,1.3,2.0,0.669,1.1,3.4,4.5,1.1,0.7,0.6,0.9,8.1,2016-17,0.56,0.14,,0
Al Jefferson,IND,66.0,14.1,3.6,7.1,0.499,0.0,0.0,3.6,0.5,0.499,1.0,1.3,0.765,1.1,3.1,4.2,0.9,0.3,0.2,0.5,8.1,2016-17,0.53,0.14,,0
Ben McLemore,SAC,61.0,19.3,3.0,6.9,0.43,1.1,0.382,1.9,0.462,0.507,1.1,1.5,0.753,0.3,1.8,2.1,0.8,0.5,0.1,1.0,8.1,2016-17,0.54,0.1,,0
Tristan Thompson,CLE,78.0,29.9,3.4,5.6,0.6,0.0,0.0,3.4,0.604,0.6,1.4,2.7,0.498,3.7,5.5,9.2,1.0,0.5,1.1,0.8,8.1,2016-17,0.6,0.2,,0
Vince Carter,MEM,73.0,24.6,2.6,6.7,0.394,1.5,0.378,1.1,0.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,8.0,2016-17,0.54,0.12,,0
Alex Len,PHO,77.0,20.3,3.0,6.0,0.497,0.0,0.25,2.9,0.503,0.5,1.9,2.7,0.721,2.0,4.6,6.6,0.6,0.5,1.3,1.3,8.0,2016-17,0.56,0.15,,0
Langston Galloway,2TM,74.0,20.2,2.8,7.4,0.38,1.6,0.39,1.2,0.367,0.49,0.7,0.9,0.797,0.4,1.7,2.1,1.3,0.6,0.1,0.6,7.9,2016-17,0.51,0.09,,0
D.J. Augustin,ORL,78.0,19.7,2.5,6.6,0.377,1.2,0.347,1.3,0.412,0.469,1.7,2.1,0.814,0.2,1.3,1.5,2.7,0.4,0.0,1.2,7.9,2016-17,0.52,0.09,,0
Shelvin Mack,UTA,55.0,21.9,3.1,6.9,0.446,0.7,0.308,2.4,0.51,0.495,1.0,1.4,0.688,0.4,1.9,2.3,2.8,0.8,0.1,1.6,7.8,2016-17,0.52,0.15,,0
Sergio Rodríguez,PHI,68.0,22.3,3.1,7.9,0.392,1.4,0.365,1.7,0.415,0.478,0.3,0.4,0.667,0.3,2.0,2.3,5.1,0.7,0.1,1.9,7.8,2016-17,0.48,0.14,,0
Rajon Rondo,CHI,69.0,26.7,3.3,8.1,0.408,0.7,0.376,2.6,0.418,0.453,0.4,0.7,0.6,1.1,4.1,5.1,6.7,1.4,0.2,2.4,7.8,2016-17,0.46,0.2,,0
Garrett Temple,SAC,65.0,26.6,2.8,6.6,0.424,1.3,0.373,1.6,0.476,0.519,0.9,1.1,0.784,0.5,2.3,2.8,2.6,1.3,0.4,1.2,7.8,2016-17,0.55,0.15,,0
Justin Holiday,NYK,82.0,20.0,2.8,6.6,0.433,1.2,0.355,1.7,0.513,0.523,0.8,1.0,0.825,0.3,2.4,2.7,1.2,0.8,0.4,0.8,7.7,2016-17,0.55,0.1,,0
Matthew Dellavedova,MIL,76.0,26.1,2.7,7.0,0.39,1.0,0.367,1.7,0.404,0.463,1.1,1.3,0.854,0.3,1.6,1.9,4.7,0.7,0.0,1.8,7.6,2016-17,0.5,0.11,,0
Luol Deng,LAL,56.0,26.5,2.9,7.6,0.387,0.9,0.309,2.0,0.436,0.447,0.8,1.1,0.73,1.1,4.1,5.3,1.3,0.9,0.4,0.8,7.6,2016-17,0.47,0.17,,0
Andre Iguodala,GSW,76.0,26.3,2.9,5.5,0.528,0.8,0.362,2.0,0.651,0.605,0.9,1.3,0.706,0.7,3.3,4.0,3.4,1.0,0.5,0.8,7.6,2016-17,0.63,0.17,,0
Manu Ginóbili,SAS,69.0,18.7,2.5,6.4,0.39,1.3,0.392,1.2,0.387,0.491,1.2,1.6,0.804,0.4,1.9,2.3,2.7,1.2,0.2,1.4,7.5,2016-17,0.53,0.12,,0
Iman Shumpert,CLE,76.0,25.5,2.6,6.4,0.411,1.2,0.36,1.4,0.469,0.507,0.9,1.2,0.789,0.5,2.4,2.9,1.4,0.8,0.4,1.0,7.5,2016-17,0.54,0.1,,0
Ivica Zubac,LAL,38.0,16.0,3.3,6.3,0.529,0.0,0.0,3.3,0.536,0.529,0.8,1.3,0.653,1.1,3.1,4.2,0.8,0.4,0.9,0.8,7.5,2016-17,0.55,0.25,,0
Timofey Mozgov,LAL,54.0,20.4,3.1,6.1,0.515,0.0,0.0,3.1,0.517,0.515,1.2,1.4,0.808,1.9,3.0,4.9,0.8,0.3,0.6,1.3,7.4,2016-17,0.55,0.18,,0
Isaiah Whitehead,BRK,73.0,22.5,2.8,7.0,0.402,0.6,0.295,2.2,0.446,0.445,1.2,1.5,0.805,0.4,2.1,2.5,2.6,0.6,0.5,1.9,7.4,2016-17,0.48,0.1,,0
Alan Williams,PHO,47.0,15.1,2.9,5.7,0.517,0.0,0.0,2.9,0.519,0.517,1.5,2.4,0.625,2.0,4.2,6.2,0.5,0.6,0.7,0.8,7.4,2016-17,0.55,0.23,,0
Archie Goodwin,2TM,15.0,14.3,2.4,4.4,0.545,0.3,0.333,2.1,0.608,0.583,2.2,2.8,0.786,0.5,1.4,1.9,1.6,0.3,0.3,0.9,7.3,2016-17,0.65,0.53,,0
Spencer Dinwiddie,BRK,59.0,22.6,2.3,5.1,0.444,0.6,0.376,1.6,0.478,0.507,2.1,2.7,0.792,0.5,2.3,2.8,3.1,0.7,0.4,1.1,7.3,2016-17,0.58,0.17,,0
Danny Green,SAS,68.0,26.6,2.6,6.6,0.392,1.7,0.379,0.9,0.42,0.523,0.4,0.5,0.844,0.5,2.8,3.3,1.8,1.0,0.8,1.1,7.3,2016-17,0.54,0.13,,0
David Lee,SAS,79.0,18.7,3.1,5.3,0.59,0.0,,3.1,0.59,0.59,1.0,1.4,0.708,1.9,3.7,5.6,1.6,0.4,0.5,1.0,7.3,2016-17,0.62,0.15,,0
Tyler Ulis,PHO,61.0,18.4,3.0,7.2,0.421,0.3,0.266,2.7,0.455,0.445,0.9,1.2,0.775,0.3,1.2,1.6,3.7,0.8,0.1,1.3,7.3,2016-17,0.47,0.13,,0
Thabo Sefolosha,ATL,62.0,25.7,2.8,6.4,0.441,0.7,0.342,2.1,0.484,0.492,0.9,1.2,0.733,0.9,3.5,4.4,1.7,1.5,0.5,0.9,7.2,2016-17,0.52,0.17,,0
Rodney Stuckey,IND,39.0,17.8,2.3,6.3,0.373,0.5,0.317,1.8,0.391,0.412,2.1,2.7,0.748,0.2,2.0,2.2,2.2,0.4,0.0,1.4,7.2,2016-17,0.48,0.15,,0
Brandon Jennings,2TM,81.0,22.2,2.4,6.6,0.359,1.0,0.313,1.4,0.399,0.433,1.4,1.9,0.75,0.4,2.1,2.4,4.9,0.9,0.0,1.6,7.1,2016-17,0.48,0.11,,0
Justin Anderson,2TM,75.0,16.4,2.5,5.9,0.424,0.8,0.299,1.7,0.522,0.49,1.4,1.7,0.791,0.9,2.3,3.3,0.9,0.5,0.3,0.9,7.1,2016-17,0.53,0.1,,0
Matt Barnes,2TM,74.0,24.0,2.5,6.4,0.391,1.2,0.331,1.3,0.467,0.483,0.9,1.2,0.787,0.9,4.2,5.2,2.6,0.6,0.4,1.4,7.1,2016-17,0.51,0.14,,0
Tim Frazier,NOP,65.0,23.5,2.5,6.2,0.403,0.6,0.313,1.9,0.446,0.453,1.5,2.0,0.76,0.5,2.1,2.7,5.2,0.9,0.1,1.6,7.1,2016-17,0.5,0.16,,0
Joe Ingles,UTA,82.0,24.0,2.5,5.5,0.452,1.5,0.441,1.0,0.471,0.589,0.6,0.8,0.735,0.3,2.9,3.2,2.7,1.2,0.1,1.3,7.1,2016-17,0.61,0.12,,0
Larry Nance Jr.,LAL,63.0,22.9,3.0,5.7,0.526,0.2,0.278,2.9,0.554,0.54,0.9,1.3,0.738,1.9,4.0,5.9,1.5,1.3,0.6,0.9,7.1,2016-17,0.57,0.2,,0
Anthony Tolliver,SAC,65.0,22.7,2.4,5.4,0.442,1.4,0.391,1.0,0.537,0.57,0.9,1.3,0.744,0.8,2.9,3.6,1.2,0.5,0.3,0.9,7.1,2016-17,0.59,0.13,,0
Solomon Hill,NOP,80.0,29.7,2.3,6.0,0.383,1.2,0.348,1.1,0.428,0.481,1.3,1.6,0.805,0.6,3.2,3.8,1.8,0.9,0.4,1.0,7.0,2016-17,0.52,0.11,,0
Josh Huestis,OKC,2.0,15.5,3.0,5.5,0.545,1.0,0.5,2.0,0.571,0.636,0.0,0.5,0.0,2.0,2.5,4.5,1.5,0.0,1.5,0.0,7.0,2016-17,0.61,5.75,,0
Justin Hamilton,BRK,64.0,18.4,2.7,5.9,0.459,0.9,0.306,1.9,0.598,0.532,0.6,0.8,0.75,1.1,3.0,4.1,0.9,0.5,0.7,0.7,6.9,2016-17,0.55,0.14,,0
T.J. McConnell,PHI,81.0,26.3,2.9,6.3,0.461,0.1,0.2,2.8,0.492,0.472,0.9,1.1,0.811,0.5,2.6,3.1,6.6,1.7,0.1,2.0,6.9,2016-17,0.51,0.16,,0
Lance Stephenson,3TM,18.0,20.1,3.0,6.7,0.45,0.3,0.3,2.7,0.48,0.475,0.4,0.7,0.615,0.2,2.7,2.9,3.3,0.3,0.2,1.4,6.8,2016-17,0.49,0.45,,0
Lance Stephenson,NOP,6.0,27.0,4.3,9.2,0.473,0.2,0.1,4.2,0.556,0.482,0.8,1.3,0.625,0.5,2.5,3.0,4.8,0.3,0.2,1.8,9.7,2016-17,0.5,1.8,,0
Lance Stephenson,MIN,6.0,11.2,1.7,3.5,0.476,0.0,0.0,1.7,0.526,0.476,0.2,0.3,0.5,0.0,1.7,1.7,0.8,0.0,0.0,0.7,3.5,2016-17,0.48,0.57,,0
Lance Stephenson,IND,6.0,22.0,3.0,7.3,0.409,0.8,0.625,2.2,0.361,0.466,0.3,0.5,0.667,0.2,3.8,4.0,4.2,0.5,0.3,1.8,7.2,2016-17,0.48,1.65,,0
Ian Clark,GSW,77.0,14.8,2.7,5.6,0.487,0.8,0.374,1.9,0.556,0.558,0.6,0.8,0.759,0.3,1.3,1.6,1.2,0.5,0.1,0.7,6.8,2016-17,0.57,0.08,,0
Jared Dudley,PHO,64.0,21.3,2.5,5.4,0.454,1.2,0.379,1.3,0.559,0.565,0.7,1.0,0.662,0.5,3.0,3.5,1.9,0.7,0.3,1.1,6.8,2016-17,0.58,0.14,,0
John Henson,MIL,58.0,19.4,2.7,5.3,0.515,0.0,0.0,2.7,0.516,0.515,1.3,1.8,0.692,1.6,3.5,5.1,1.0,0.5,1.3,0.9,6.8,2016-17,0.56,0.18,,0
Patrick Patterson,TOR,65.0,24.6,2.4,5.9,0.401,1.4,0.372,0.9,0.458,0.523,0.7,0.9,0.717,1.0,3.6,4.5,1.2,0.6,0.4,0.6,6.8,2016-17,0.54,0.14,,0
Bobby Portis,CHI,64.0,15.6,2.9,5.9,0.488,0.5,0.333,2.4,0.541,0.531,0.6,0.9,0.661,1.2,3.5,4.6,0.5,0.3,0.2,0.6,6.8,2016-17,0.54,0.13,,0
Brandan Wright,MEM,28.0,16.0,3.0,4.8,0.615,0.0,0.0,3.0,0.619,0.615,0.8,1.3,0.657,1.1,1.7,2.8,0.5,0.4,0.7,0.4,6.8,2016-17,0.63,0.3,,0
P.J. Tucker,2TM,81.0,27.6,2.5,6.0,0.413,0.9,0.357,1.6,0.451,0.485,0.9,1.1,0.774,1.4,4.4,5.8,1.2,1.4,0.2,0.8,6.7,2016-17,0.52,0.13,,0
Alec Burks,UTA,42.0,15.5,2.4,5.9,0.399,0.6,0.329,1.8,0.43,0.45,1.4,1.9,0.769,0.4,2.5,2.9,0.7,0.4,0.1,0.8,6.7,2016-17,0.5,0.14,,0
James Ennis III,MEM,64.0,23.5,2.3,5.0,0.455,0.8,0.372,1.5,0.516,0.534,1.3,1.7,0.782,1.1,3.0,4.0,1.0,0.7,0.3,0.9,6.7,2016-17,0.58,0.14,,0
Raymond Felton,LAC,80.0,21.3,2.8,6.4,0.43,0.6,0.319,2.2,0.473,0.475,0.6,0.8,0.781,0.4,2.3,2.7,2.4,0.8,0.3,1.0,6.7,2016-17,0.5,0.1,,0
Devin Harris,DAL,65.0,16.7,2.1,5.2,0.399,0.9,0.328,1.2,0.476,0.484,1.6,2.0,0.829,0.2,1.8,2.0,2.1,0.7,0.1,0.9,6.7,2016-17,0.55,0.11,,0
Dwight Powell,DAL,77.0,17.3,2.5,4.9,0.515,0.3,0.284,2.2,0.571,0.542,1.4,1.8,0.759,1.2,2.8,4.0,0.6,0.8,0.5,0.4,6.7,2016-17,0.59,0.12,,0
Jaylen Brown,BOS,78.0,17.2,2.5,5.4,0.454,0.6,0.341,1.9,0.507,0.508,1.1,1.6,0.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,6.6,2016-17,0.54,0.08,,0
Michael Carter-Williams,CHI,45.0,18.8,2.5,6.8,0.366,0.3,0.234,2.2,0.401,0.391,1.3,1.7,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,6.6,2016-17,0.44,0.17,,0
Dante Cunningham,NOP,66.0,25.0,2.6,5.4,0.485,1.1,0.392,1.6,0.579,0.584,0.2,0.4,0.593,0.8,3.3,4.2,0.6,0.6,0.4,0.4,6.6,2016-17,0.59,0.14,,0
Kosta Koufos,SAC,71.0,20.0,3.0,5.5,0.551,0.0,0.0,3.0,0.552,0.551,0.5,0.9,0.613,1.7,4.0,5.7,0.7,0.5,0.7,0.9,6.6,2016-17,0.56,0.15,,0
Andre Roberson,OKC,79.0,30.1,2.7,5.9,0.464,0.6,0.245,2.2,0.609,0.513,0.6,1.4,0.423,1.2,3.9,5.1,1.0,1.2,1.0,0.6,6.6,2016-17,0.51,0.13,,0
Marcus Thornton,WAS,33.0,17.4,2.5,6.4,0.4,0.8,0.35,1.7,0.431,0.467,0.7,0.8,0.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,6.6,2016-17,0.49,0.18,,0
Sam Dekker,HOU,77.0,18.4,2.6,5.6,0.473,0.8,0.321,1.9,0.591,0.543,0.5,0.9,0.559,1.2,2.5,3.7,1.0,0.5,0.3,0.5,6.5,2016-17,0.54,0.11,,0
Amir Johnson,BOS,80.0,20.1,2.7,4.6,0.576,0.3,0.409,2.3,0.612,0.612,0.8,1.3,0.67,1.5,3.1,4.6,1.8,0.6,0.8,1.0,6.5,2016-17,0.63,0.14,,0
Darrell Arthur,DEN,41.0,15.6,2.3,5.2,0.442,1.3,0.453,1.0,0.429,0.565,0.5,0.5,0.864,0.6,2.1,2.7,1.0,0.5,0.5,0.9,6.4,2016-17,0.59,0.18,,0
Timothé Luwawu-Cabarrot,PHI,69.0,17.2,2.1,5.2,0.402,0.7,0.311,1.4,0.475,0.471,1.5,1.8,0.854,0.4,1.8,2.2,1.1,0.5,0.1,1.1,6.4,2016-17,0.53,0.08,,0
Rodney McGruder,MIA,78.0,25.2,2.4,5.9,0.413,0.9,0.332,1.5,0.488,0.492,0.6,0.9,0.62,1.2,2.1,3.3,1.6,0.6,0.2,0.7,6.4,2016-17,0.51,0.1,,0
Mirza Teletović,MIL,70.0,16.2,2.2,6.0,0.373,1.5,0.341,0.7,0.46,0.498,0.5,0.6,0.778,0.2,2.2,2.3,0.7,0.2,0.2,0.5,6.4,2016-17,0.51,0.08,,0
Leandro Barbosa,PHO,67.0,14.4,2.6,5.9,0.439,0.5,0.357,2.0,0.466,0.483,0.6,0.7,0.889,0.2,1.3,1.6,1.2,0.5,0.1,0.7,6.3,2016-17,0.51,0.08,,0
Mindaugas Kuzminskas,NYK,68.0,14.9,2.3,5.4,0.428,0.8,0.321,1.5,0.517,0.501,0.8,1.0,0.809,0.7,1.2,1.9,1.0,0.4,0.2,0.8,6.3,2016-17,0.54,0.08,,0
Kyle O'Quinn,NYK,79.0,15.6,2.7,5.2,0.521,0.0,0.118,2.7,0.538,0.523,0.8,1.1,0.771,2.0,3.6,5.6,1.5,0.5,1.3,1.0,6.3,2016-17,0.55,0.14,,0
Kelly Oubre Jr.,WAS,79.0,20.3,2.4,5.6,0.421,0.7,0.287,1.7,0.52,0.482,0.9,1.3,0.758,0.8,2.5,3.3,0.6,0.7,0.2,0.6,6.3,2016-17,0.51,0.09,,0
Troy Williams,2TM,30.0,18.6,2.4,5.6,0.437,0.6,0.29,1.8,0.524,0.491,0.7,1.1,0.656,0.5,1.8,2.3,0.8,0.9,0.3,1.1,6.2,2016-17,0.51,0.19,,0
Spencer Hawes,2TM,54.0,14.8,2.5,5.1,0.484,0.5,0.309,2.0,0.556,0.529,0.8,1.0,0.846,0.7,2.8,3.5,1.5,0.3,0.6,0.9,6.2,2016-17,0.56,0.16,,0
Nemanja Bjelica,MIN,65.0,18.3,2.3,5.5,0.424,0.9,0.316,1.5,0.531,0.503,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,6.2,2016-17,0.53,0.12,,0
Dante Exum,UTA,66.0,18.6,2.3,5.5,0.427,0.7,0.295,1.7,0.519,0.488,0.9,1.1,0.795,0.5,1.5,2.0,1.7,0.3,0.2,1.2,6.2,2016-17,0.52,0.09,,0
Jonathan Gibson,DAL,17.0,13.6,2.1,5.6,0.368,0.9,0.333,1.2,0.4,0.447,1.2,1.7,0.724,0.1,1.2,1.3,1.5,0.5,0.0,1.2,6.2,2016-17,0.49,0.25,,0
Trey Lyles,UTA,71.0,16.3,2.2,6.2,0.362,0.9,0.319,1.3,0.4,0.436,0.8,1.1,0.722,0.7,2.6,3.3,1.0,0.4,0.3,0.9,6.2,2016-17,0.46,0.08,,0
Mike Muscala,ATL,70.0,17.7,2.4,4.8,0.504,0.7,0.418,1.8,0.546,0.573,0.7,0.9,0.766,1.1,2.3,3.4,1.4,0.4,0.6,0.8,6.2,2016-17,0.6,0.12,,0
Chandler Parsons,MEM,34.0,19.9,2.2,6.5,0.338,0.7,0.269,1.5,0.388,0.394,1.0,1.3,0.814,0.2,2.3,2.5,1.6,0.6,0.1,0.7,6.2,2016-17,0.44,0.17,,0
Ramon Sessions,CHO,50.0,16.2,2.0,5.3,0.38,0.4,0.339,1.6,0.393,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,6.2,2016-17,0.49,0.12,,0
Jonathon Simmons,SAS,78.0,17.8,2.3,5.4,0.42,0.4,0.294,1.9,0.461,0.456,1.3,1.7,0.75,0.3,1.8,2.1,1.6,0.6,0.3,1.0,6.2,2016-17,0.5,0.08,,0
Derrick Williams,2TM,50.0,16.1,2.2,4.9,0.443,0.6,0.309,1.6,0.531,0.504,1.2,1.8,0.652,0.4,2.2,2.6,0.6,0.3,0.1,0.6,6.1,2016-17,0.54,0.12,,0
Luc Mbah a Moute,LAC,80.0,22.3,2.4,4.7,0.505,0.5,0.391,1.9,0.552,0.562,0.7,1.1,0.678,0.6,1.6,2.1,0.5,1.0,0.4,0.6,6.1,2016-17,0.59,0.08,,0
JaVale McGee,GSW,77.0,9.6,2.7,4.1,0.652,0.0,0.0,2.7,0.658,0.652,0.7,1.4,0.505,1.3,1.9,3.2,0.2,0.2,0.9,0.5,6.1,2016-17,0.65,0.1,,0
Zaza Pachulia,GSW,70.0,18.1,2.3,4.4,0.534,0.0,0.0,2.3,0.538,0.534,1.4,1.8,0.778,2.0,3.9,5.9,1.9,0.8,0.5,1.2,6.1,2016-17,0.59,0.16,,0
Glenn Robinson III,IND,69.0,20.7,2.3,4.9,0.467,0.7,0.392,1.6,0.512,0.54,0.8,1.1,0.711,0.8,2.7,3.6,0.7,0.6,0.3,0.5,6.1,2016-17,0.57,0.11,,0
Álex Abrines,OKC,68.0,15.5,2.0,5.0,0.393,1.4,0.381,0.6,0.426,0.531,0.6,0.7,0.898,0.3,1.0,1.3,0.6,0.5,0.1,0.5,6.0,2016-17,0.57,0.07,,0
Bismack Biyombo,ORL,81.0,22.1,2.2,4.2,0.528,0.0,,2.2,0.528,0.528,1.5,2.9,0.534,1.9,5.1,7.0,0.9,0.3,1.1,1.2,6.0,2016-17,0.55,0.13,,0
Jordan Farmar,SAC,2.0,17.5,2.0,6.0,0.333,2.0,0.444,0.0,0.0,0.5,0.0,0.0,,0.5,1.0,1.5,4.5,1.0,0.0,1.5,6.0,2016-17,0.5,3.75,,0
David Nwaba,LAL,20.0,19.9,2.4,4.1,0.58,0.1,0.2,2.3,0.605,0.586,1.3,2.0,0.641,0.9,2.3,3.2,0.7,0.7,0.4,0.6,6.0,2016-17,0.6,0.4,,0
Lance Thomas,NYK,46.0,21.0,2.1,5.3,0.398,0.8,0.447,1.3,0.371,0.475,0.9,1.1,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,6.0,2016-17,0.52,0.14,,0
Jerian Grant,CHI,63.0,16.3,2.0,4.8,0.425,0.8,0.366,1.3,0.473,0.507,1.0,1.2,0.89,0.3,1.5,1.8,1.9,0.7,0.1,0.7,5.9,2016-17,0.55,0.11,,0
Andrew Harrison,MEM,72.0,20.5,1.6,5.0,0.325,0.6,0.276,1.0,0.363,0.385,2.1,2.7,0.763,0.3,1.6,1.9,2.8,0.7,0.3,1.2,5.9,2016-17,0.48,0.09,,0
Domantas Sabonis,OKC,81.0,20.1,2.4,5.9,0.399,0.6,0.321,1.7,0.438,0.452,0.5,0.8,0.657,0.6,3.0,3.6,1.0,0.5,0.4,1.0,5.9,2016-17,0.47,0.08,,0
Quincy Acy,2TM,38.0,14.7,1.8,4.5,0.412,1.0,0.411,0.9,0.413,0.521,1.2,1.6,0.75,0.5,2.5,3.0,0.5,0.4,0.4,0.6,5.8,2016-17,0.56,0.17,,0
Beno Udrih,DET,39.0,14.4,2.4,5.1,0.467,0.3,0.344,2.1,0.491,0.495,0.8,0.9,0.941,0.2,1.3,1.5,3.4,0.3,0.0,0.9,5.8,2016-17,0.53,0.19,,0
Tarik Black,LAL,67.0,16.3,2.2,4.4,0.51,0.0,0.5,2.2,0.51,0.512,1.2,1.6,0.752,2.1,3.0,5.1,0.6,0.4,0.7,0.9,5.7,2016-17,0.56,0.13,,0
Richard Jefferson,CLE,79.0,20.4,1.9,4.3,0.446,0.8,0.333,1.2,0.58,0.536,1.0,1.4,0.741,0.4,2.2,2.6,1.0,0.3,0.1,0.7,5.7,2016-17,0.58,0.08,,0
Taurean Prince,ATL,59.0,16.6,1.9,4.8,0.4,0.6,0.324,1.4,0.443,0.458,1.3,1.6,0.787,0.4,2.2,2.7,0.9,0.7,0.5,1.0,5.7,2016-17,0.52,0.11,,0
Jason Smith,WAS,74.0,14.4,2.4,4.4,0.529,0.5,0.474,1.9,0.546,0.585,0.5,0.7,0.686,0.9,2.6,3.5,0.5,0.3,0.7,0.8,5.7,2016-17,0.61,0.1,,0
Quinn Cook,2TM,14.0,13.4,2.4,4.7,0.5,0.8,0.423,1.6,0.55,0.583,0.1,0.4,0.4,0.1,0.4,0.5,1.9,0.3,0.0,0.9,5.6,2016-17,0.57,0.34,,0
Brandon Bass,LAC,52.0,11.1,2.1,3.6,0.575,0.0,0.333,2.0,0.579,0.578,1.5,1.7,0.875,0.8,1.7,2.5,0.4,0.3,0.2,0.6,5.6,2016-17,0.64,0.13,,0
Gerald Green,BOS,47.0,11.4,2.0,4.9,0.409,0.8,0.351,1.2,0.463,0.494,0.7,0.9,0.805,0.3,1.4,1.8,0.7,0.2,0.1,0.5,5.6,2016-17,0.53,0.1,,0
Ian Mahinmi,WAS,31.0,17.9,2.1,3.6,0.586,0.0,,2.1,0.586,0.586,1.4,2.4,0.573,1.5,3.3,4.8,0.6,1.1,0.8,1.1,5.6,2016-17,0.6,0.3,,0
Georgios Papagiannis,SAC,22.0,16.1,2.5,4.6,0.549,0.0,0.0,2.5,0.56,0.549,0.5,0.6,0.857,1.1,2.8,3.9,0.9,0.1,0.8,1.1,5.6,2016-17,0.58,0.36,,0
Delon Wright,TOR,27.0,16.5,1.8,4.3,0.422,0.4,0.333,1.4,0.453,0.466,1.6,2.0,0.764,0.6,1.2,1.8,2.1,1.0,0.4,0.9,5.6,2016-17,0.54,0.26,,0
Jerami Grant,2TM,80.0,19.1,1.9,4.1,0.463,0.5,0.371,1.4,0.514,0.529,1.1,1.8,0.612,0.5,2.1,2.6,0.6,0.4,1.0,0.6,5.5,2016-17,0.56,0.08,,0
Anthony Morrow,2TM,49.0,14.6,2.0,5.1,0.389,0.8,0.308,1.2,0.479,0.47,0.7,0.8,0.919,0.2,0.4,0.6,0.5,0.5,0.0,0.1,5.5,2016-17,0.5,0.08,,0
